"purdetSNo","purid","purbillno","itemid","puritemqty","purrate","itemmrp","itemcustomcode","itemsalerate","itemtaxid"
"5487","666",NULL,"5967","6.00","185.00","255.00",NULL,"210.00","GST5"
"5488","666",NULL,"6025","20.00","180.00","235.00",NULL,"195.00","GST5"
"5489","666",NULL,"6640","30.00","90.00","155.00",NULL,"120.00","GSTNIL"
"5490","666",NULL,"6641","8.00","225.00","355.00",NULL,"250.00","GSTNIL"
"5491","666",NULL,"6638","30.00","80.00","105.00",NULL,"90.00","GSTNIL"
"5492","666",NULL,"6639","4.00","200.00","260.00",NULL,"225.00","GSTNIL"
"5493","666",NULL,"6104","20.00","120.00","125.00",NULL,"145.00","GST5"
"5494","666",NULL,"6315","80.00","132.50","240.00",NULL,"145.00","GSTNIL"
"5495","666",NULL,"6623","20.00","100.00","155.00",NULL,"125.00","GSTNIL"
"5496","666",NULL,"6624","4.00","250.00","290.00",NULL,"275.00","GSTNIL"
"5471","665",NULL,"6602","40.00","28.41","45.00",NULL,"35.00","GSTNIL"
"5472","665",NULL,"5961","80.00","56.82","80.00",NULL,"65.00","GST5"
"5468","664",NULL,"5955","20.00","11.25","25.00",NULL,"20.00","GST5"
"5469","664",NULL,"5947","20.00","13.25","56.00",NULL,"23.00","GST5"
"5470","664",NULL,"8796","25.00","39.40","95.00",NULL,"45.00","GSTNIL"
"5467","663",NULL,"5946","20.00","47.50","75.00",NULL,"65.00","GSTNIL"
"5466","662",NULL,"6420","19.00","55.00","80.00",NULL,"68.00","GST5"
"5465","661",NULL,"5946","20.00","47.50","75.00",NULL,"65.00","GSTNIL"
"5450","660",NULL,"5978","100.00","40.00","65.00",NULL,"49.00","GST5"
"5451","660",NULL,"6634","100.00","70.00","90.00",NULL,"79.00","GST5"
"5452","660",NULL,"6558","100.00","37.50","60.00",NULL,"48.00","GST5"
"5453","660",NULL,"6006","20.00","18.00","40.00",NULL,"27.00","GST5"
"5454","660",NULL,"6007","20.00","11.00","28.00",NULL,"18.00","GST5"
"5455","660",NULL,"6005","20.00","11.00","35.00",NULL,"18.00","GST5"
"5456","660",NULL,"6591","20.00","16.00","25.00",NULL,"25.00","GST5"
"5457","660",NULL,"7632","20.00","11.00","30.00",NULL,"18.00","GST5"
"5458","660",NULL,"6012","20.00","16.00","45.00",NULL,"25.00","GST5"
"5459","660",NULL,"6677","20.00","12.00","25.00",NULL,"19.00","GST5"
"5460","660",NULL,"6510","10.00","95.00","115.00",NULL,"105.00","GST5"
"5461","660",NULL,"7635","16.00","47.50","65.00",NULL,"60.00","GST5"
"5462","660",NULL,"6509","10.00","19.00","28.00",NULL,"25.00","GST5"
"5447","659",NULL,"5916","60.00","87.00","115.00",NULL,"96.00","GSTNIL"
"5448","659",NULL,"6448","30.00","66.00","95.00",NULL,"76.00","GSTNIL"
"5446","658",NULL,"5966","350.00","26.00","38.00",NULL,"30.00","GSTNIL"
"5443","657",NULL,"5970","200.00","18.00","24.00",NULL,"20.00","GSTNIL"
"5444","657",NULL,"5986","27.00","36.00","43.00",NULL,"40.00","GSTNIL"
"5412","656",NULL,"3613","4.00","130.00","180.00",NULL,"158.00","GST12"
"5413","656",NULL,"3616","3.00","125.00","150.00",NULL,"135.00","GST12"
"5414","656",NULL,"9298","12.00","127.00","150.00",NULL,"135.00","GST12"
"5415","656",NULL,"3617","15.00","61.00","75.00",NULL,"69.00","GST12"
"5416","656",NULL,"6659","16.00","70.00","100.00",NULL,"80.00","GST12"
"5417","656",NULL,"11807","10.00","42.00","85.00",NULL,"55.00","GST5"
"5418","656",NULL,"6636","10.00","60.00","85.00",NULL,"70.00","GST12"
"5419","656",NULL,"4642","5.00","47.00","80.00",NULL,"60.00","GST12"
"5420","656",NULL,"4643","5.00","47.00","75.00",NULL,"60.00","GST12"
"5421","656",NULL,"6406","10.00","40.00","85.00",NULL,"52.00","GST12"
"5422","656",NULL,"6401","10.00","36.00","65.00",NULL,"48.00","GST5"
"5423","656",NULL,"6310","30.00","50.00","65.00",NULL,"55.00","GSTNIL"
"5424","656",NULL,"4934","5.00","147.00","200.00",NULL,"180.00","GST12"
"5425","656",NULL,"7164","2.00","185.00","240.00",NULL,"216.00","GST18"
"5426","656",NULL,"7871","2.00","185.00","240.00",NULL,"195.00","GST12"
"5427","656",NULL,"7162","1.00","185.00","240.00",NULL,"216.00","GST18"
"5428","656",NULL,"7165","2.00","185.00","240.00",NULL,"189.00","GST18"
"5429","656",NULL,"9304","2.00","190.00","250.00",NULL,"225.00","GST18"
"5430","656",NULL,"9305","2.00","185.00","240.00",NULL,"216.00","GST18"
"5431","656",NULL,"11808","2.00","185.00","240.00",NULL,"204.00","GST18"
"5432","656",NULL,"7870","2.00","136.00","170.00",NULL,"153.00","GST12"
"5433","656",NULL,"9302","2.00","136.00","170.00",NULL,"153.00","GST18"
"5434","656",NULL,"11809","4.00","39.00","50.00",NULL,"45.00","GST18"
"5435","656",NULL,"6047","35.00","58.00","75.00",NULL,"70.00","GST12"
"5381","655",NULL,"6142","60.00","98.60","145.00",NULL,"108.00","GSTNIL"
"5382","655",NULL,"6141","60.00","49.30","75.00",NULL,"56.00","GSTNIL"
"5383","655",NULL,"6448","60.00","66.60","95.00",NULL,"76.00","GSTNIL"
"5384","655",NULL,"6449","60.00","33.30","55.00",NULL,"42.00","GSTNIL"
"5385","655",NULL,"5924","15.00","100.60","135.00",NULL,"112.00","GSTNIL"
"5386","655",NULL,"5925","30.00","50.30","85.00",NULL,"65.00","GSTNIL"
"5387","655",NULL,"5933","15.00","140.60","195.00",NULL,"155.00","GSTNIL"
"5388","655",NULL,"5942","30.00","70.30","88.00",NULL,"80.00","GSTNIL"
"5389","655",NULL,"6216","30.00","60.60","82.00",NULL,"70.00","GSTNIL"
"5390","655",NULL,"5913","60.00","30.30","58.00",NULL,"38.00","GSTNIL"
"5391","655",NULL,"5932","5.00","85.60","135.00",NULL,"93.00","GSTNIL"
"5392","655",NULL,"6628","20.00","42.80","75.00",NULL,"49.00","GSTNIL"
"5393","655",NULL,"6600","150.00","100.60","125.00",NULL,"108.00","GSTNIL"
"5394","655",NULL,"6601","60.00","50.30","65.00",NULL,"60.00","GSTNIL"
"5395","655",NULL,"5979","15.00","100.60","145.00",NULL,"110.00","GSTNIL"
"5396","655",NULL,"5987","30.00","50.30","75.00",NULL,"60.00","GSTNIL"
"5397","655",NULL,"5918","15.00","101.60","135.00",NULL,"112.00","GSTNIL"
"5398","655",NULL,"5919","30.00","50.80","75.00",NULL,"58.00","GSTNIL"
"5399","655",NULL,"5916","15.00","87.60","115.00",NULL,"96.00","GSTNIL"
"5400","655",NULL,"5917","30.00","43.80","65.00",NULL,"49.00","GSTNIL"
"5401","655",NULL,"6546","15.00","72.60","110.00",NULL,"80.00","GSTNIL"
"5402","655",NULL,"6079","30.00","36.30","65.00",NULL,"43.00","GSTNIL"
"5403","655",NULL,"6595","60.00","35.51","55.00",NULL,"43.00","GSTNIL"
"5366","654",NULL,"5951","100.00","44.00","65.00",NULL,"49.00","GSTNIL"
"5367","654",NULL,"5959","75.00","40.00","50.00",NULL,"45.00","GSTNIL"
"5368","654",NULL,"6699","2.00","1000.00","1550.00",NULL,"1075.00","GSTNIL"
"5369","654",NULL,"5943","100.00","38.00","55.00",NULL,"43.00","GSTNIL"
"5370","654",NULL,"102","20.00","130.00","173.00",NULL,"150.00","GSTNIL"
"5371","654",NULL,"6052","75.00","44.00","85.00",NULL,"49.00","GSTNIL"
"5372","654",NULL,"5958","50.00","57.00","64.00",NULL,"63.00","GSTNIL"
"5373","654",NULL,"5966","25.00","26.00","38.00",NULL,"30.00","GSTNIL"
"5374","654",NULL,"6019","25.00","92.00","110.00",NULL,"98.00","GSTNIL"
"5359","653",NULL,"6142","15.00","98.00","145.00",NULL,"108.00","GSTNIL"
"5360","653",NULL,"6141","30.00","49.00","75.00",NULL,"56.00","GSTNIL"
"5361","653",NULL,"5914","15.00","116.00","145.00",NULL,"126.00","GSTNIL"
"5362","653",NULL,"5915","30.00","58.00","75.00",NULL,"65.00","GSTNIL"
"5363","653",NULL,"6448","15.00","66.00","95.00",NULL,"76.00","GSTNIL"
"5364","653",NULL,"6449","30.00","33.00","55.00",NULL,"42.00","GSTNIL"
"5356","652",NULL,"5945","20.00","40.00","65.00",NULL,"52.00","GSTNIL"
"5357","652",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"5341","651",NULL,"6111","50.00","143.00","195.00",NULL,"155.00","GSTNIL"
"5342","651",NULL,"6110","50.00","28.60","35.00",NULL,"32.00","GSTNIL"
"5343","651",NULL,"5927","150.00","96.60","135.00",NULL,"108.00","GSTNIL"
"5344","651",NULL,"5928","60.00","48.30","75.00",NULL,"56.00","GSTNIL"
"5345","651",NULL,"6065","10.00","75.30","99.00",NULL,"85.00","GSTNIL"
"5346","651",NULL,"11764","20.00","33.90","110.00",NULL,"42.00","GST5"
"5347","651",NULL,"6603","10.00","67.80","85.00",NULL,"78.00","GSTNIL"
"5348","651",NULL,"5931","20.00","55.30","80.00",NULL,"65.00","GSTNIL"
"5334","650",NULL,"7622","20.00","325.00","495.00",NULL,"375.00","GST5"
"5335","650",NULL,"10124","8.00","320.00","60.00",NULL,"365.00","GST5"
