"purdetSNo","purid","purbillno","itemid","puritemqty","purrate","itemmrp","itemcustomcode","itemsalerate","itemtaxid"
"1374","141","54","6269","8.00","175.84","235.00",NULL,"195.00","GST12"
"1375","141","54","6265","10.00","95.20","135.00",NULL,"115.00","GST12"
"1376","141","54","6266","4.00","81.76","115.00",NULL,"95.00","GST12"
"1360","140","53","6401","20.00","39.90","65.00",NULL,"48.00","GST5"
"1361","140","53","6095","15.00","44.10","85.00",NULL,"65.00","GST5"
"1362","140","53","6046","50.00","58.80","75.00",NULL,"70.00","GST12"
"1363","140","53","6403","30.00","31.50","55.00",NULL,"42.00","GST12"
"1364","140","53","6402","15.00","41.58","55.00",NULL,"48.00","GST12"
"1365","140","53","6406","20.00","50.40","85.00",NULL,"65.00","GST12"
"1366","140","53","6450","40.00","42.00","55.00",NULL,"48.00","GSTNIL"
"1367","140","53","7621","20.00","42.00","85.00",NULL,"48.00","GST5"
"1368","140","53","7619","20.00","42.00","85.00",NULL,"48.00","GST5"
"1369","140","53","7620","20.00","42.00","85.00",NULL,"48.00","GST5"
"1356","139","GJA/7/2021-22","6710","6.00","26.26","35.00",NULL,"30.00","GST18"
"1357","139","GJA/7/2021-22","6711","12.00","26.26","35.00",NULL,"30.00","GST18"
"1358","139","GJA/7/2021-22","7572","12.00","26.26","35.00",NULL,"30.00","GST18"
"1359","139","GJA/7/2021-22","7571","12.00","26.26","35.00",NULL,"30.00","GST18"
"1351","138","BT/1680/2020-21","7568","40.00","145.00","175.00",NULL,"165.00","GST18"
"1352","138","BT/1680/2020-21","7566","12.00","32.00","39.00",NULL,"38.00","GST5"
"1353","138","BT/1680/2020-21","7569","9.00","160.00","250.00",NULL,"185.00","GSTNIL"
"1354","138","BT/1680/2020-21","2547","9.00","48.00","58.00",NULL,"55.00","GSTNIL"
"1355","138","BT/1680/2020-21","5982","12.00","58.50","80.00",NULL,"73.00","GST5"
"1343","137","350","6630","4.00","1828.75","2400.00",NULL,"1890.00","GSTNIL"
"1344","137","350","6142","60.00","105.50","135.00",NULL,"116.00","GSTNIL"
"1345","137","350","6141","60.00","52.75","69.00",NULL,"61.00","GSTNIL"
"1346","137","350","5918","60.00","94.50","120.00",NULL,"105.00","GSTNIL"
"1347","137","350","5919","60.00","47.25","65.00",NULL,"55.00","GSTNIL"
"1348","137","350","6448","60.00","75.50","95.00",NULL,"87.00","GSTNIL"
"1349","137","350","6449","60.00","37.75","55.00",NULL,"46.00","GSTNIL"
"1350","137","350","7558","2.00","2700.00","4000.00",NULL,"2790.00","GSTNIL"
"1341","136","920","5970","100.00","17.50","24.00",NULL,"20.00","GSTNIL"
"1342","136","920","5986","80.00","35.00","48.00",NULL,"40.00","GSTNIL"
"1335","135","19052021b","6170","100.00","74.00","120.00",NULL,"85.00","GSTNIL"
"1336","135","19052021b","5958","100.00","48.00","64.00",NULL,"55.00","GSTNIL"
"1337","135","19052021b","5943","100.00","30.00","46.00",NULL,"38.00","GSTNIL"
"1338","135","19052021b","5951","100.00","36.00","52.00",NULL,"44.00","GSTNIL"
"1339","135","19052021b","6019","50.00","82.00","110.00",NULL,"95.00","GSTNIL"
"1340","135","19052021b","5966","100.00","26.00","38.00",NULL,"30.00","GSTNIL"
"1331","134","19052021","5964","250.00","26.00","38.00",NULL,"30.00","GSTNIL"
"1332","134","19052021","102","30.00","130.00","173.00",NULL,"150.00","GSTNIL"
"1333","134","19052021","103","50.00","54.00","75.00",NULL,"65.00","GSTNIL"
"1334","134","19052021","6052","50.00","39.00","90.00",NULL,"45.00","GSTNIL"
"1317","133","MARS20/48396","4130","20.00","8.33","10.00",NULL,"10.00","GST18"
"1318","133","MARS20/48396","73","8.00","41.67","50.00",NULL,"46.00","GST18"
"1319","133","MARS20/48396","72","8.00","41.67","50.00",NULL,"46.00","GST18"
"1320","133","MARS20/48396","81","8.00","41.67","50.00",NULL,"46.00","GST18"
"1321","133","MARS20/48396","3427","20.00","8.41","10.00",NULL,"10.00","GST18"
"1322","133","MARS20/48396","3429","20.00","8.41","10.00",NULL,"10.00","GST12"
"1323","133","MARS20/48396","3430","20.00","8.41","10.00",NULL,"10.00","GST12"
"1324","133","MARS20/48396","79","20.00","8.33","10.00",NULL,"10.00","GST18"
"1325","133","MARS20/48396","813","24.00","16.81","20.00",NULL,"19.00","GST18"
"1326","133","MARS20/48396","4128","32.00","8.72","10.00",NULL,"10.00","GST18"
"1327","133","MARS20/48396","70","15.00","12.50","15.00",NULL,"15.00","GST18"
"1328","133","MARS20/48396","68","15.00","12.50","15.00",NULL,"15.00","GST18"
"1329","133","MARS20/48396","4127","32.00","15.71","20.00",NULL,"20.00","GST18"
"1330","133","MARS20/48396","4126","24.00","31.27","40.00",NULL,"38.00","GST18"
"1300","132","2021-22-INV-0111","5528","24.00","72.00","85.00",NULL,"80.00","GST12"
"1301","132","2021-22-INV-0111","5529","14.00","72.00","85.00",NULL,"80.00","GST12"
"1302","132","2021-22-INV-0111","5527","10.00","72.00","85.00",NULL,"80.00","GST12"
"1303","132","2021-22-INV-0111","5525","40.00","29.50","35.00",NULL,"34.00","GST12"
"1304","132","2021-22-INV-0111","5531","15.00","29.50","35.00",NULL,"34.00","GST12"
"1305","132","2021-22-INV-0111","5538","5.00","29.50","35.00",NULL,"34.00","GST12"
"1306","132","2021-22-INV-0111","5530","5.00","29.50","35.00",NULL,"34.00","GST12"
"1307","132","2021-22-INV-0111","5526","5.00","29.50","35.00",NULL,"34.00","GST12"
"1308","132","2021-22-INV-0111","5524","5.00","29.50","35.00",NULL,"34.00","GST12"
"1309","132","2021-22-INV-0111","5535","5.00","29.50","35.00",NULL,"34.00","GST12"
"1310","132","2021-22-INV-0111","5281","6.00","65.21","80.00",NULL,"75.00","GST12"
"1311","132","2021-22-INV-0111","5537","18.00","17.00","20.00",NULL,"19.00","GST12"
"1312","132","2021-22-INV-0111","5287","4.00","112.00","140.00",NULL,"128.80","GST12"
"1313","132","2021-22-INV-0111","5289","4.00","112.00","140.00",NULL,"128.80","GST12"
"1314","132","2021-22-INV-0111","5290","4.00","192.00","240.00",NULL,"216.00","GST12"
"1315","132","2021-22-INV-0111","7500","4.00","88.00","110.00",NULL,"102.20","GST12"
"1316","132","2021-22-INV-0111","7501","5.00","88.00","110.00",NULL,"102.20","GST12"
"1299","131","moongf-01052021","5946","20.00","43.75","75.00",NULL,"65.00","GSTNIL"
"1298","130","napthelene-01052021","6382","40.00","35.00","75.00",NULL,"48.00","GSTNIL"
"1295","129","mgf-15052021","5945","40.00","40.00","65.00",NULL,"52.00","GSTNIL"
"1296","129","mgf-15052021","5957","40.00","38.75","60.00",NULL,"51.00","GST5"
"1297","129","mgf-15052021","5946","40.00","43.75","75.00",NULL,"65.00","GSTNIL"
"1293","128","916","5976","20.00","19.29","30.00",NULL,"25.00","GST12"
"1294","128","916","6819","10.00","15.75","24.00",NULL,"22.00","GST12"
"1276","127","916","6034","10.00","16.34","24.00",NULL,"19.00","GST18"
"1277","127","916","6068","10.00","17.52","23.00",NULL,"22.00","GST12"
"1278","127","916","6069","10.00","17.52","28.00",NULL,"24.00","GST12"
"1279","127","916","6822","10.00","17.52","28.00",NULL,"24.00","GST12"
"1280","127","916","5976","10.00","19.29","30.00",NULL,"25.00","GST12"
"1281","127","916","6071","10.00","19.29","30.00",NULL,"25.00","GST12"
"1282","127","916","6075","10.00","19.29","30.00",NULL,"25.00","GST12"
"1283","127","916","7462","10.00","19.29","30.00",NULL,"25.00","GST18"
"1284","127","916","6821","10.00","21.47","35.00",NULL,"29.00","GSTNIL"
"1285","127","916","6072","10.00","21.83","36.00",NULL,"30.00","GST12"
"1286","127","916","5963","10.00","15.75","24.00",NULL,"22.00","GST12"
"1287","127","916","6074","10.00","15.75","22.00",NULL,"20.00","GST12"
"1288","127","916","6819","10.00","15.75","24.00",NULL,"22.00","GST12"
"1289","127","916","6073","10.00","15.75","22.00",NULL,"22.00","GST12"
"1290","127","916","5962","10.00","15.75","22.00",NULL,"20.00","GST12"
"1291","127","916","6820","10.00","19.29","30.00",NULL,"25.00","GSTNIL"
"1292","127","916","7463","10.00","19.29","29.00",NULL,"25.00","GST12"
"1272","126","chirwa-hard-soft-15052021","6451","25.00","35.00","50.00",NULL,"43.00","GSTNIL"
"1273","126","chirwa-hard-soft-15052021","6452","50.00","17.50","35.00",NULL,"22.00","GSTNIL"
"1274","126","chirwa-hard-soft-15052021","6454","60.00","17.00","35.00",NULL,"22.00","GSTNIL"
"1275","126","chirwa-hard-soft-15052021","6453","20.00","34.00","65.00",NULL,"42.00","GSTNIL"
"1270","125","8224","6555","228.00","20.92","30.00",NULL,"26.00","GSTNIL"
"1271","125","8224","5912","114.00","41.84","65.00",NULL,"47.00","GSTNIL"
"1267","124","pooja-items-04052021","6796","135.00","40.00","95.00",NULL,"60.00","GSTNIL"
"1268","124","pooja-items-04052021","6563","20.00","30.00","48.00",NULL,"36.00","GSTNIL"
"1269","124","pooja-items-04052021","6683","340.00","4.50","7.00",NULL,"6.50","GSTNIL"
"1254","123","315","5927","150.00","106.00","125.00",NULL,"115.00","GSTNIL"
"1255","123","315","6142","30.00","106.00","135.00",NULL,"116.00","GSTNIL"
"1256","123","315","5916","30.00","81.00","105.00",NULL,"91.00","GSTNIL"
"1257","123","315","5917","60.00","40.50","55.00",NULL,"48.00","GSTNIL"
"1258","123","315","5914","30.00","108.00","145.00",NULL,"120.00","GSTNIL"
"1259","123","315","5915","60.00","54.00","75.00",NULL,"64.00","GSTNIL"
"1260","123","315","5979","30.00","102.00","130.00",NULL,"115.00","GSTNIL"
"1261","123","315","5987","60.00","51.00","75.00",NULL,"62.00","GSTNIL"
"1262","123","315","5924","30.00","107.00","135.00",NULL,"121.00","GSTNIL"
"1263","123","315","5925","60.00","54.00","85.00",NULL,"64.00","GSTNIL"
"1264","123","315","6546","20.00","81.00","110.00",NULL,"90.00","GSTNIL"
"1265","123","315","6079","60.00","40.00","65.00",NULL,"48.00","GSTNIL"
"1266","123","315","5928","60.00","52.50","72.00",NULL,"61.00","GSTNIL"
"1248","122","07052021","102","30.00","130.00","173.00",NULL,"150.00","GSTNIL"
"1249","122","07052021","5964","250.00","26.00","38.00",NULL,"30.00","GSTNIL"
"1250","122","07052021","5958","100.00","48.00","64.00",NULL,"55.00","GSTNIL"
"1251","122","07052021","5951","100.00","36.00","52.00",NULL,"44.00","GSTNIL"
"1252","122","07052021","6170","50.00","74.00","120.00",NULL,"85.00","GSTNIL"
"1253","122","07052021","6008","50.00","64.00","105.00",NULL,"78.00","GSTNIL"
"1245","121","30-06052021","6521","100.00","10.00","20.00",NULL,"15.00","GST5"
"1246","121","30-06052021","6509","50.00","16.00","28.00",NULL,"22.00","GST5"
"1247","121","30-06052021","6510","10.00","80.00","115.00",NULL,"95.00","GST5"
"1232","120","26","6090","12.00","48.12","65.00",NULL,"58.00","GST12"
"1233","120","26","6091","15.00","37.80","55.00",NULL,"48.00","GST12"
"1234","120","26","6398","15.00","56.70","75.00",NULL,"65.00","GST12"
"1235","120","26","6656","15.00","46.20","65.00",NULL,"55.00","GST12"
"1236","120","26","6015","30.00","39.90","55.00",NULL,"48.00","GST12"
"1237","120","26","6092","25.00","46.20","65.00",NULL,"56.00","GST12"
"1238","120","26","6086","50.00","42.52","70.00",NULL,"58.00","GST12"
"1239","120","26","6658","15.00","44.10","65.00",NULL,"55.00","GST12"
"1240","120","26","7354","30.00","42.00","70.00",NULL,"55.00","GST5"
"1241","120","26","7352","10.00","46.20","69.00",NULL,"56.00","GST5"
"1242","120","26","7351","15.00","50.40","75.00",NULL,"60.00","GST5"
"1243","120","26","7353","15.00","46.20","70.00",NULL,"56.00","GST5"
"1244","120","26","6660","20.00","37.80","55.00",NULL,"48.00","GST5"
"1231","119","moongfali-10052021","5946","40.00","43.75","75.00",NULL,"65.00","GSTNIL"
"1228","118","783","5681","24.00","23.40","30.00",NULL,"27.00","GST5"
"1229","118","783","5196","50.00","3.75","5.00",NULL,"5.00","GST18"
"1230","118","783","5193","50.00","3.75","5.00",NULL,"5.00","GST18"
"1227","117","34","6152","50.00","21.28","55.00",NULL,"28.00","GST12"
"1226","116","35","6152","100.00","21.28","55.00",NULL,"28.00","GST12"
"1224","115","roasted-buy08052021","5945","40.00","40.00","65.00",NULL,"52.00","GSTNIL"
"1225","115","roasted-buy08052021","5957","40.00","38.75","60.00",NULL,"51.00","GST5"
"1223","114","gur-extra","6555","38.00","18.16","30.00",NULL,"24.00","GSTNIL"
"1221","113","NIITC/0119/21-22","3064","40.00","82.50","110.00",NULL,"93.50","GST18"
"1222","113","NIITC/0119/21-22","3065","2.00","375.00","500.00",NULL,"435.00","GST18"
"1220","112","NIHL/0266/21-22","1545","60.00","170.00","230.00",NULL,"185.00","GST12"
"1219","111","05/21/22","6018","20.00","162.40","205.00",NULL,"180.00","GST12"
"1216","110","04/21/22","5988","39.00","51.15","85.00",NULL,"65.00","GST5"
"1217","110","04/21/22","6031","20.00","126.00","195.00",NULL,"155.00","GST5"
"1218","110","04/21/22","6107","12.00","112.88","165.00",NULL,"145.00","GST5"
"1212","109","03052021","7323","4.00","575.00","645.00",NULL,"600.00","GST5"
"1213","109","03052021","6622","50.00","170.00","195.00",NULL,"185.00","GST5"
"1214","109","03052021","4655","16.00","70.00","150.00",NULL,"85.00","GST5"
"1215","109","03052021","5965","50.00","48.00","70.00",NULL,"65.00","GST5"
"1204","108","2021-22-INV-0343","4675","6.00","24.00","30.00",NULL,"27.00","GST12"
"1205","108","2021-22-INV-0343","4661","6.00","24.00","30.00",NULL,"27.00","GST12"
"1206","108","2021-22-INV-0343","4664","6.00","24.00","30.00",NULL,"27.00","GST12"
"1207","108","2021-22-INV-0343","4672","6.00","24.00","30.00",NULL,"27.00","GST12"
"1208","108","2021-22-INV-0343","4662","6.00","24.00","30.00",NULL,"27.00","GST12"
"1209","108","2021-22-INV-0343","4667","6.00","24.00","30.00",NULL,"27.00","GST12"
"1210","108","2021-22-INV-0343","4663","6.00","24.00","30.00",NULL,"27.00","GST12"
"1211","108","2021-22-INV-0343","4665","6.00","24.00","30.00",NULL,"27.00","GST12"
"1182","107","FMCG/405/21-22","7261","6.00","145.50","194.00",NULL,"174.60","GST5"
"1183","107","FMCG/405/21-22","7262","10.00","45.00","60.00",NULL,"54.00","GST5"
"1184","107","FMCG/405/21-22","7263","4.00","517.50","690.00",NULL,"529.50","GST12"
"1185","107","FMCG/405/21-22","7265","4.00","165.00","220.00",NULL,"198.00","GST5"
"1186","107","FMCG/405/21-22","7264","4.00","108.75","145.00",NULL,"130.50","GST5"
"1187","107","FMCG/405/21-22","7266","4.00","71.25","95.00",NULL,"85.50","GST5"
"1188","107","FMCG/405/21-22","7267","6.00","30.00","40.00",NULL,"36.00","GST5"
"1189","107","FMCG/405/21-22","7268","12.00","90.00","120.00",NULL,"108.00","GST5"
"1190","107","FMCG/405/21-22","7269","10.00","48.75","65.00",NULL,"58.50","GSTNIL"
"1191","107","FMCG/405/21-22","7270","6.00","90.00","120.00",NULL,"108.00","GST5"
"1192","107","FMCG/405/21-22","7271","20.00","48.75","65.00",NULL,"58.50","GST5"
"1193","107","FMCG/405/21-22","7272","10.00","176.25","235.00",NULL,"211.50","GST5"
"1194","107","FMCG/405/21-22","7273","5.00","146.25","195.00",NULL,"175.50","GST18"
"1195","107","FMCG/405/21-22","7274","5.00","183.75","245.00",NULL,"220.50","GST18"
"1196","107","FMCG/405/21-22","7275","6.00","52.50","70.00",NULL,"63.00","GST18"
"1197","107","FMCG/405/21-22","7276","6.00","52.50","70.00",NULL,"63.00","GST18"
"1198","107","FMCG/405/21-22","7277","1.00","52.50","70.00",NULL,"63.00","GST18"
"1199","107","FMCG/405/21-22","7278","1.00","52.50","70.00",NULL,"63.00","GST18"
"1200","107","FMCG/405/21-22","7279","6.00","52.50","70.00",NULL,"63.00","GST18"
"1201","107","FMCG/405/21-22","7280","3.00","66.00","88.00",NULL,"79.20","GST18"
"1202","107","FMCG/405/21-22","7281","3.00","105.00","140.00",NULL,"126.00","GST5"
"1203","107","FMCG/405/21-22","7282","6.00","78.75","105.00",NULL,"94.50","GST5"
"1181","106","alooppd-03052021","7260","10.00","85.00","140.00",NULL,"100.00","GSTNIL"
"1175","105","102","993","6.00","130.04","195.00",NULL,"165.75","GST18"
"1176","105","102","973","6.00","130.04","195.00",NULL,"165.75","GST18"
"1177","105","102","972","6.00","130.04","195.00",NULL,"165.75","GST18"
"1178","105","102","974","6.00","130.04","195.00",NULL,"165.75","GST18"
"1179","105","102","886","6.00","130.04","195.00",NULL,"165.75","GST18"
"1180","105","102","975","6.00","130.04","195.00",NULL,"165.75","GST18"
"1165","104","13","854","2.00","320.00","400.00",NULL,"360.00","GST18"
"1166","104","13","372","2.00","320.00","400.00",NULL,"360.00","GST18"
"1167","104","13","374","2.00","320.00","400.00",NULL,"360.00","GST18"
"1168","104","13","862","2.00","320.00","400.00",NULL,"360.00","GST18"
"1169","104","13","860","2.00","320.00","400.00",NULL,"360.00","GST18"
"1170","104","13","371","2.00","320.00","400.00",NULL,"360.00","GST18"
"1171","104","13","368","2.00","320.00","400.00",NULL,"360.00","GST18"
"1172","104","13","370","2.00","320.00","400.00",NULL,"360.00","GST18"
"1173","104","13","7251","2.00","359.99","450.00",NULL,"405.00","GST18"
"1174","104","13","375","2.00","359.99","450.00",NULL,"405.00","GST18"
"1154","103","MARS20/47997","3422","24.00","21.02","25.00",NULL,"24.00","GST18"
"1155","103","MARS20/47997","73","8.00","41.67","50.00",NULL,"46.00","GST18"
"1156","103","MARS20/47997","72","8.00","41.67","50.00",NULL,"46.00","GST18"
"1157","103","MARS20/47997","3434","15.00","42.04","50.00",NULL,"47.00","GST18"
"1158","103","MARS20/47997","3421","15.00","42.04","50.00",NULL,"47.00","GST18"
"1159","103","MARS20/47997","68","15.00","12.50","15.00",NULL,"14.00","GST18"
"1160","103","MARS20/47997","70","15.00","12.50","15.00",NULL,"14.00","GST18"
"1161","103","MARS20/47997","69","15.00","12.50","15.00",NULL,"14.00","GST18"
"1162","103","MARS20/47997","4127","32.00","15.71","20.00",NULL,"19.00","GST18"
"1163","103","MARS20/47997","4126","24.00","31.27","40.00",NULL,"38.00","GST18"
"1164","103","MARS20/47997","3427","10.00","0.10","10.00",NULL,"10.00","GST18"
"1140","102","CO1118","2709","16.00","265.17","330.00",NULL,"297.00","GST18"
"1141","102","CO1118","2708","16.00","265.17","330.00",NULL,"297.00","GST12"
"1142","102","CO1118","2707","16.00","164.73","205.00",NULL,"184.50","GST18"
"1143","102","CO1118","2711","12.00","130.98","163.00",NULL,"146.70","GST18"
"1144","102","CO1118","2710","12.00","130.98","163.00",NULL,"146.70","GST18"
"1145","102","CO1118","7249","12.00","88.39","110.00",NULL,"99.00","GST18"
"1146","102","CO1118","2004","15.00","121.41","140.00",NULL,"128.80","GST12"
"1147","102","CO1118","2002","12.00","231.76","270.00",NULL,"243.00","GST12"
"1148","102","CO1118","2704","4.00","211.28","235.00",NULL,"225.00","GST18"
"1149","102","CO1118","2703","4.00","251.74","280.00",NULL,"270.00","GST18"
"1150","102","CO1118","2000","12.00","128.76","150.00",NULL,"135.00","GST12"
"1151","102","CO1118","2006","6.00","206.01","240.00",NULL,"220.00","GST12"
"1152","102","CO1118","1999","6.00","163.09","190.00",NULL,"171.00","GST12"
"1153","102","CO1118","2720","3.00","257.04","300.00",NULL,"270.00","GST12"
"1131","101","19809","252","20.00","162.00","210.00",NULL,"175.00","GST5"
"1132","101","19809","249","40.00","140.00","182.00",NULL,"155.00","GST5"
"1133","101","19809","250","40.00","98.00","122.00",NULL,"108.00","GST5"
"1134","101","19809","7089","8.00","485.00","605.00",NULL,"604.00","GST5"
"1135","101","19809","253","4.00","590.00","905.00",NULL,"620.00","GST5"
"1136","101","19809","254","4.00","375.00","450.00",NULL,"400.00","GST5"
"1137","101","19809","6985","4.00","475.00","585.00",NULL,"505.00","GST5"
"1138","101","19809","6060","550.00","86.00","125.00",NULL,"96.00","GSTNIL"
"1139","101","19809","255","10.00","116.00","140.00",NULL,"126.00","GST5"
"1110","100","248","5929","10.00","96.00","135.00",NULL,"107.00","GSTNIL"
"1111","100","248","5930","40.00","48.00","75.00",NULL,"56.00","GSTNIL"
"1112","100","248","5924","10.00","111.00","135.00",NULL,"121.00","GSTNIL"
"1113","100","248","5925","40.00","55.50","85.00",NULL,"64.00","GSTNIL"
"1114","100","248","6142","60.00","106.00","135.00",NULL,"116.00","GSTNIL"
"1115","100","248","6141","60.00","53.00","69.00",NULL,"60.00","GSTNIL"
"1116","100","248","5915","20.00","53.10","75.00",NULL,"64.00","GSTNIL"
"1117","100","248","5934","60.00","54.50","75.00",NULL,"62.00","GSTNIL"
"1118","100","248","6448","30.00","75.00","95.00",NULL,"87.00","GSTNIL"
"1119","100","248","6449","60.00","37.50","55.00",NULL,"46.00","GSTNIL"
"1120","100","248","6216","30.00","66.00","82.00",NULL,"76.00","GSTNIL"
"1121","100","248","5913","60.00","33.00","58.00",NULL,"41.00","GSTNIL"
"1122","100","248","6628","60.00","53.00","75.00",NULL,"61.00","GSTNIL"
"1123","100","248","5931","50.00","58.00","80.00",NULL,"66.00","GSTNIL"
"1124","100","248","6085","10.00","111.00","125.00",NULL,"121.00","GSTNIL"
"1125","100","248","6084","40.00","55.50","75.00",NULL,"64.00","GSTNIL"
"1126","100","248","5942","60.00","70.50","88.00",NULL,"79.00","GSTNIL"
"1127","100","248","5979","10.00","103.00","130.00",NULL,"116.00","GSTNIL"
"1128","100","248","5987","40.00","51.50","75.00",NULL,"62.00","GSTNIL"
"1129","100","248","5923","40.00","38.00","60.00",NULL,"46.00","GSTNIL"
"1130","100","248","6571","46.00","55.50","85.00",NULL,"64.00","GSTNIL"
"1102","99","507","6007","100.00","12.70","29.00",NULL,"18.00","GST5"
"1103","99","507","6012","100.00","19.90","35.00",NULL,"24.00","GST5"
"1104","99","507","5920","60.00","50.23","75.00",NULL,"65.00","GST5"
"1105","99","507","5921","20.00","100.46","165.00",NULL,"120.00","GST5"
"1106","99","507","6014","100.00","27.20","44.00",NULL,"35.00","GST5"
"1107","99","507","6005","100.00","10.50","35.00",NULL,"15.00","GST5"
"1108","99","507","6006","50.00","22.70","64.00",NULL,"29.00","GST5"
"1109","99","507","4463","70.00","40.00","65.00",NULL,"48.00","GSTNIL"
"1101","98","442","7188","18.00","163.05","300.00",NULL,"180.00","GST18"
"1098","97","03052021","6164","100.00","150.00","250.00",NULL,"175.00","GSTNIL"
"1099","97","03052021","6315","40.00","172.50","240.00",NULL,"185.00","GSTNIL"
"1100","97","03052021","5565","40.00","275.00","571.00",NULL,"325.00","GST5"
"1096","96","ppd-03052021","4142","48.00","85.00","110.00",NULL,"95.00","GST12"
"1097","96","ppd-03052021","4141","56.00","174.00","225.00",NULL,"184.00","GSTNIL"
"1090","95","03042021","296","100.00","40.00","65.00",NULL,"45.00","GSTNIL"
"1091","95","03042021","6064","40.00","107.50","165.00",NULL,"135.00","GST5"
"1092","95","03042021","5948","40.00","33.00","88.00",NULL,"45.00","GST5"
"1093","95","03042021","6021","40.00","27.00","50.00",NULL,"40.00","GST5"
"1094","95","03042021","5990","16.00","62.50","85.00",NULL,"75.00","GST5"
"1095","95","03042021","5939","80.00","4.00","10.00",NULL,"8.00","GST5"
"1069","94","allbb-03052021","7186","100.00","20.00","40.00",NULL,"30.00","GSTNIL"
"1070","94","allbb-03052021","34","60.00","99.50","155.00",NULL,"108.00","GSTNIL"
"1071","94","allbb-03052021","35","45.00","207.00","295.00",NULL,"215.00","GSTNIL"
"1072","94","allbb-03052021","6714","20.00","99.50","145.00",NULL,"110.00","GSTNIL"
"1073","94","allbb-03052021","4637","30.00","117.00","170.00",NULL,"127.00","GST12"
"1074","94","allbb-03052021","7187","10.00","140.00","225.00",NULL,"155.00","GSTNIL"
"1075","94","allbb-03052021","33","50.00","99.50","145.00",NULL,"110.00","GSTNIL"
"1076","94","allbb-03052021","5961","100.00","56.50","80.00",NULL,"67.00","GST5"
"1077","94","allbb-03052021","6166","10.00","65.00","95.00",NULL,"70.00","GSTNIL"
"1078","94","allbb-03052021","5944","10.00","60.00","85.00",NULL,"65.00","GSTNIL"
"1079","94","allbb-03052021","5947","80.00","13.00","56.00",NULL,"22.00","GST5"
"1080","94","allbb-03052021","6100","60.00","26.00","46.00",NULL,"38.00","GST5"
"1081","94","allbb-03052021","6768","50.00","41.00","65.00",NULL,"46.00","GSTNIL"
"1082","94","allbb-03052021","6765","20.00","21.00","38.00",NULL,"29.00","GSTNIL"
"1083","94","allbb-03052021","6596","40.00","16.00","35.00",NULL,"25.00","GST5"
"1084","94","allbb-03052021","5955","40.00","12.00","25.00",NULL,"18.00","GST5"
"1085","94","allbb-03052021","6764","20.00","30.00","45.00",NULL,"36.00","GSTNIL"
"1086","94","allbb-03052021","7189","20.00","18.00","30.00",NULL,"25.00","GST5"
"1087","94","allbb-03052021","7190","25.00","14.00","30.00",NULL,"20.00","GSTNIL"
"1088","94","allbb-03052021","6811","12.00","5.00","10.00",NULL,"9.00","GSTNIL"
"1089","94","allbb-03052021","6649","10.00","70.00","90.00",NULL,"80.00","GSTNIL"
"1068","93","moonfali-roasted-02052021","5946","40.00","43.75","75.00",NULL,"65.00","GSTNIL"
"1066","92","29042021","6108","600.00","39.30","55.00",NULL,"45.00","GST5"
"1067","92","29042021","6109","80.00","196.50","255.00",NULL,"215.00","GST5"
"1065","91","23-03042021","6419","30.00","22.00","40.00",NULL,"28.00","GST5"
"1056","90","23-30042021","5978","200.00","35.00","65.00",NULL,"48.00","GST5"
"1057","90","23-30042021","6634","200.00","60.00","85.00",NULL,"70.00","GST5"
"1058","90","23-30042021","6558","200.00","36.25","55.00",NULL,"45.00","GST5"
"1059","90","23-30042021","6509","50.00","16.00","28.00",NULL,"22.00","GST5"
"1060","90","23-30042021","6510","4.00","80.00","115.00",NULL,"95.00","GST5"
"1061","90","23-30042021","6420","12.00","55.00","80.00",NULL,"68.00","GST5"
"1062","90","23-30042021","5938","20.00","15.00","25.00",NULL,"20.00","GST12"
"1063","90","23-30042021","6521","60.00","10.50","20.00",NULL,"15.00","GST5"
"1064","90","23-30042021","6123","20.00","26.00","45.00",NULL,"35.00","GSTNIL"
"1045","89","217","5927","210.00","105.50","125.00",NULL,"115.00","GSTNIL"
"1046","89","217","5928","60.00","52.75","72.00",NULL,"60.00","GSTNIL"
"1047","89","217","6110","150.00","22.50","35.00",NULL,"26.00","GSTNIL"
"1048","89","217","6111","50.00","112.50","140.00",NULL,"125.00","GSTNIL"
"1049","89","217","6546","20.00","80.50","110.00",NULL,"80.00","GSTNIL"
"1050","89","217","6079","60.00","40.25","65.00",NULL,"43.00","GSTNIL"
"1051","89","217","5925","60.00","54.25","85.00",NULL,"62.00","GSTNIL"
"1052","89","217","5924","30.00","108.50","135.00",NULL,"119.00","GSTNIL"
"1053","89","217","6595","60.00","37.75","55.00",NULL,"46.00","GSTNIL"
"1054","89","217","94","60.00","47.75","70.00",NULL,"58.00","GSTNIL"
"1055","89","217","6603","60.00","62.75","85.00",NULL,"75.00","GSTNIL"
"1031","88","22-30042021","3617","40.00","60.00","75.00",NULL,"69.00","GST12"
"1032","88","22-30042021","7160","10.00","30.00","50.00",NULL,"42.00","GST12"
"1033","88","22-30042021","4643","5.00","42.00","65.00",NULL,"55.00","GST12"
"1034","88","22-30042021","4640","10.00","42.00","65.00",NULL,"55.00","GST12"
"1035","88","22-30042021","4641","10.00","42.00","65.00",NULL,"55.00","GST12"
"1036","88","22-30042021","6047","50.00","52.00","75.00",NULL,"65.00","GST12"
"1037","88","22-30042021","6046","30.00","48.00","75.00",NULL,"60.00","GST12"
