"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"OS1-10114","10584","1.00","158.00","198.00","180.00","2022-10-31","600"
"OS1-10115","7738","2.00","45.53","80.00","76.00","2022-10-31","600"
"OS1-10116","1799","2.00","44.78","50.00","47.50","2022-10-31","600"
"OS1-10117","12801","2.00","18.75","25.00","22.50","2022-10-31","600"
"OS1-10118","6570","1.00","15.87","45.00","28.00","2022-10-31","600"
"OS1-10119","8551","1.00","40.83","50.00","47.50","2022-10-31","600"
"OS1-10016","11527","1.00","95.00","155.00","135.00","2022-10-30","100"
"OS1-10017","2735","2.00","101.52","120.00","110.40","2022-10-30","100"
"OS1-10018","35","1.00","215.00","325.00","225.00","2022-10-30","100"
"OS1-10019","4643","1.00","48.00","70.00","62.00","2022-10-30","100"
"OS1-10020","6164","1.00","172.50","250.00","185.00","2022-10-30","100"
"OS1-10021","6164","1.00","172.50","250.00","185.00","2022-10-30","100"
"OS1-10022","7738","1.00","45.53","80.00","76.00","2022-10-30","100"
"OS1-10023","2055","2.00","29.50","37.00","34.00","2022-10-30","100"
"OS1-10024","11423","1.00","117.07","150.00","127.50","2022-10-30","100"
"OS1-10025","6549","100.00","4.12","8.00","5.00","2022-10-30","131"
"OS1-10026","1783","1.00","94.55","110.00","104.50","2022-10-30","100"
"OS1-10027","13037","1.00","140.00","160.00","150.00","2022-10-30","100"
"OS1-10028","34","1.00","102.50","155.00","115.00","2022-10-30","100"
"OS1-10029","1435","1.00","27.27","30.00","28.50","2022-10-30","100"
"OS1-10030","1550","1.00","0.00","37.00","35.00","2022-10-30","100"
"OS1-10031","11852","4.00","8.72","10.00","10.00","2022-10-30","100"
"OS1-10032","11852","2.00","8.72","10.00","10.00","2022-10-30","100"
"OS1-10033","11728","1.00","0.01","40.00","35.00","2022-10-30","100"
"OS1-10034","12358","1.00","40.98","50.00","48.00","2022-10-30","100"
"OS1-10035","13028","1.00","180.00","199.00","189.50","2022-10-30","100"
"OS1-10036","8320","1.00","17.02","20.00","20.00","2022-10-30","100"
"OS1-10037","4665","1.00","24.00","30.00","27.00","2022-10-30","100"
"OS1-10038","34","2.00","102.50","155.00","115.00","2022-10-30","131"
"OS1-10039","12698","1.00","38.90","49.00","44.00","2022-10-30","600"
"OS1-10040","13188","1.00","40.00","60.00","55.00","2022-10-30","204"
"OS1-10041","6855","1.00","225.00","279.00","259.00","2022-10-30","204"
"OS1-10042","11852","1.00","8.72","10.00","10.00","2022-10-30","600"
"OS1-10043","3204","1.00","32.97","40.00","40.00","2022-10-30","600"
"OS1-10044","12849","1.00","15.00","20.00","18.00","2022-10-30","600"
"OS1-10045","12848","1.00","15.00","20.00","18.00","2022-10-30","600"
"OS1-10046","12850","1.00","15.00","20.00","18.00","2022-10-30","600"
"OS1-10047","2527","1.00","9.08","10.00","9.50","2022-10-30","600"
"OS1-10048","3204","1.00","32.97","40.00","40.00","2022-10-30","600"
"OS1-10049","5542","1.00","261.00","330.00","276.00","2022-10-30","600"
"OS1-10050","1489","1.00","119.27","145.00","137.75","2022-10-30","600"
"OS1-10051","12042","1.00","38.72","45.00","42.75","2022-10-30","600"
"OS1-10052","1423","2.00","117.30","138.00","131.10","2022-10-30","600"
"OS1-10053","12801","1.00","18.75","25.00","22.50","2022-10-30","600"
"OS1-10054","11211","2.00","13.35","55.00","28.00","2022-10-30","600"
"OS1-10055","6074","1.00","12.50","24.00","20.00","2022-10-30","600"
"OS1-10056","1653","1.00","210.36","240.00","228.00","2022-10-30","600"
"OS1-10057","12056","1.00","43.01","50.00","45.00","2022-10-30","600"
"OS1-10058","12056","1.00","43.01","50.00","45.00","2022-10-30","600"
"OS1-10059","9768","1.00","36.00","60.00","45.00","2022-10-30","600"
"OS1-10060","6164","1.00","172.50","250.00","185.00","2022-10-30","600"
"OS1-10061","6412","2.00","24.00","45.00","35.00","2022-10-30","600"
"OS1-10062","11852","2.00","8.72","10.00","10.00","2022-10-30","600"
"OS1-10063","2260","1.00","455.81","511.00","465.00","2022-10-30","600"
"OS1-10064","8203","1.00","111.40","140.00","120.00","2022-10-30","600"
"OS1-10065","1636","1.00","445.23","520.00","478.00","2022-10-30","600"
"OS1-10066","11852","2.00","8.72","10.00","10.00","2022-10-30","600"
"OS1-10067","1851","4.00","25.58","30.00","27.50","2022-10-30","600"
"OS1-10068","2255","1.00","472.77","515.00","483.00","2022-10-30","600"
"OS1-10000","34","1.00","102.50","155.00","115.00","2022-10-29","131"
"OS1-10001","8320","1.00","17.02","20.00","20.00","2022-10-29","119"
"OS1-10002","8320","1.00","17.02","20.00","20.00","2022-10-29","119"
"OS1-10003","6310","1.00","50.00","75.00","60.00","2022-10-29","119"
"OS1-10004","6310","1.00","50.00","75.00","60.00","2022-10-29","119"
"OS1-10005","6310","1.00","50.00","75.00","60.00","2022-10-29","119"
"OS1-10006","370","1.00","180.00","440.00","220.00","2022-10-29","119"
"OS1-10007","370","1.00","180.00","440.00","220.00","2022-10-29","119"
"OS1-10008","1783","1.00","94.55","110.00","104.50","2022-10-29","119"
"OS1-10009","4480","1.00","95.89","130.00","117.00","2022-10-29","119"
"OS1-10010","4480","1.00","95.89","130.00","117.00","2022-10-29","119"
"OS1-10011","4480","1.00","95.89","130.00","117.00","2022-10-29","119"
"OS1-10012","10259","1.00","149.38","180.00","170.00","2022-10-29","119"
"OS1-10013","10259","1.00","149.38","180.00","170.00","2022-10-29","119"
"OS1-10014","6310","7.00","50.00","75.00","60.00","2022-10-29","119"
"OS1-10015","6310","7.00","50.00","75.00","60.00","2022-10-29","119"
"OS1-9946","5923","1.00","41.30","60.00","50.00","2022-10-29","100"
"OS1-9947","6600","1.00","100.60","145.00","110.00","2022-10-29","100"
"OS1-9948","2527","1.00","9.08","10.00","9.50","2022-10-29","100"
"OS1-9949","249","1.00","155.00","193.00","165.00","2022-10-29","100"
"OS1-9950","6310","2.00","50.00","75.00","60.00","2022-10-29","100"
"OS1-9951","11431","1.00","70.24","90.00","81.00","2022-10-29","100"
"OS1-9952","3617","2.00","65.00","75.00","70.00","2022-10-29","100"
"OS1-9953","6570","1.00","15.87","45.00","28.00","2022-10-29","131"
"OS1-9954","34","1.00","102.50","155.00","115.00","2022-10-29","100"
"OS1-9955","6570","2.00","15.87","45.00","28.00","2022-10-29","100"
"OS1-9956","6600","1.00","100.60","145.00","110.00","2022-10-29","100"
"OS1-9957","2527","1.00","9.08","10.00","9.50","2022-10-29","100"
"OS1-9958","11304","1.00","36.92","42.00","40.00","2022-10-29","100"
"OS1-9959","34","2.00","102.50","155.00","115.00","2022-10-29","100"
"OS1-9960","6549","25.00","4.12","8.00","5.00","2022-10-29","100"
"OS1-9961","3617","1.00","65.00","75.00","70.00","2022-10-29","100"
"OS1-9962","12042","1.00","38.72","45.00","42.75","2022-10-29","100"
"OS1-9963","4552","1.00","32.49","50.00","45.00","2022-10-29","100"
"OS1-9964","6600","1.00","100.60","145.00","110.00","2022-10-29","100"
"OS1-9965","4672","1.00","24.00","30.00","27.00","2022-10-29","100"
"OS1-9966","3617","1.00","65.00","75.00","70.00","2022-10-29","100"
"OS1-9967","6310","1.00","50.00","75.00","60.00","2022-10-29","100"
"OS1-9968","2427","1.00","121.36","145.00","130.50","2022-10-29","100"
"OS1-9969","2427","1.00","121.36","145.00","130.50","2022-10-29","100"
"OS1-9970","1643","1.00","401.87","480.00","450.00","2022-10-29","100"
"OS1-9971","12761","1.00","200.00","325.00","308.00","2022-10-29","100"
"OS1-9972","8483","1.00","510.00","540.00","522.00","2022-10-29","131"
"OS1-9973","8483","1.00","510.00","540.00","522.00","2022-10-29","131"
"OS1-9974","6600","1.00","100.60","145.00","110.00","2022-10-29","100"
"OS1-9975","1922","1.00","8.70","10.00","10.00","2022-10-29","100"
"OS1-9976","10932","1.00","51.08","60.00","56.00","2022-10-29","100"
"OS1-9977","34","1.00","102.50","155.00","115.00","2022-10-29","131"
"OS1-9978","34","1.00","102.50","155.00","115.00","2022-10-29","100"
"OS1-9979","12823","1.00","84.00","141.00","99.00","2022-10-29","100"
"OS1-9980","404","1.00","224.91","299.00","249.00","2022-10-29","119"
"OS1-9981","404","1.00","224.91","299.00","249.00","2022-10-29","119"
"OS1-9982","11527","1.00","95.00","155.00","135.00","2022-10-29","119"
"OS1-9983","10259","1.00","149.38","180.00","170.00","2022-10-29","131"
"OS1-9984","10259","1.00","149.38","180.00","170.00","2022-10-29","131"
"OS1-9985","10259","1.00","149.38","180.00","170.00","2022-10-29","131"
"OS1-9986","1355","1.00","29.05","35.00","33.00","2022-10-29","119"
"OS1-9987","6164","2.00","172.50","250.00","185.00","2022-10-29","119"
"OS1-9988","10932","2.00","51.08","60.00","56.00","2022-10-29","119"
"OS1-9989","10932","2.00","51.08","60.00","56.00","2022-10-29","119"
"OS1-9990","9171","1.00","32.00","40.00","37.00","2022-10-29","119"
"OS1-9991","13195","1.00","50.00","75.00","65.00","2022-10-29","119"
"OS1-9992","13195","1.00","50.00","75.00","65.00","2022-10-29","119"
"OS1-9993","11304","1.00","36.92","42.00","40.00","2022-10-29","119"
"OS1-9994","11304","1.00","36.92","42.00","40.00","2022-10-29","119"
"OS1-9995","11304","1.00","36.92","42.00","40.00","2022-10-29","119"
"OS1-9996","9894","1.00","73.32","90.00","85.00","2022-10-29","119"
"OS1-9997","9894","1.00","73.32","90.00","85.00","2022-10-29","119"
"OS1-9998","1590","1.00","8.79","10.00","10.00","2022-10-29","119"
"OS1-9999","1590","1.00","8.79","10.00","10.00","2022-10-29","119"
"OS1-9901","4667","1.00","24.00","30.00","27.00","2022-10-28","100"
"OS1-9902","12513","1.00","56.00","70.00","63.00","2022-10-28","100"
"OS1-9903","6600","1.00","100.60","145.00","110.00","2022-10-28","100"
"OS1-9904","1590","4.00","8.79","10.00","9.50","2022-10-28","100"
"OS1-9905","1590","4.00","8.79","10.00","10.00","2022-10-28","100"
"OS1-9906","12943","1.00","200.00","214.00","204.00","2022-10-28","100"
"OS1-9907","6310","1.00","50.00","75.00","60.00","2022-10-28","100"
"OS1-9908","6600","2.00","100.60","145.00","110.00","2022-10-28","131"
"OS1-9909","249","1.00","155.00","193.00","165.00","2022-10-28","131"
"OS1-9910","4321","2.00","101.21","122.00","112.00","2022-10-28","131"
"OS1-9911","12042","1.00","38.72","45.00","42.75","2022-10-28","100"
"OS1-9912","901","1.00","80.00","100.00","95.00","2022-10-28","100"
"OS1-9913","12042","1.00","38.72","45.00","42.75","2022-10-28","100"
"OS1-9914","251","2.00","106.00","138.00","116.00","2022-10-28","100"
"OS1-9915","1932","1.00","184.08","220.00","209.00","2022-10-28","100"
"OS1-9916","251","1.00","106.00","138.00","116.00","2022-10-28","100"
"OS1-9917","6310","1.00","50.00","75.00","60.00","2022-10-28","100"
"OS1-9918","2527","2.00","9.08","10.00","9.50","2022-10-28","100"
"OS1-9919","2527","2.00","9.08","10.00","9.50","2022-10-28","100"
"OS1-9920","9768","1.00","36.00","60.00","45.00","2022-10-28","100"
"OS1-9921","9768","1.00","36.00","60.00","45.00","2022-10-28","100"
"OS1-9922","9768","1.00","36.00","60.00","45.00","2022-10-28","100"
"OS1-9923","6549","25.00","4.12","8.00","5.00","2022-10-28","100"
"OS1-9924","1640","1.00","359.73","415.00","381.80","2022-10-28","100"
"OS1-9925","12943","1.00","200.00","214.00","204.00","2022-10-28","100"
"OS1-9926","13026","1.00","200.00","299.00","275.00","2022-10-28","100"
"OS1-9927","11797","1.00","45.00","55.00","45.00","2022-10-28","119"
"OS1-9928","11797","1.00","45.00","55.00","45.00","2022-10-28","119"
"OS1-9929","3611","1.00","125.00","150.00","135.00","2022-10-28","119"
"OS1-9930","8203","1.00","111.40","140.00","120.00","2022-10-28","119"
"OS1-9931","8203","1.00","111.40","140.00","120.00","2022-10-28","119"
"OS1-9932","3611","1.00","125.00","150.00","135.00","2022-10-28","119"
"OS1-9933","3611","1.00","125.00","150.00","135.00","2022-10-28","119"
"OS1-9934","2527","1.00","9.08","10.00","9.50","2022-10-28","119"
"OS1-9935","1670","5.00","213.89","245.00","232.75","2022-10-28","119"
"OS1-9936","1670","5.00","213.89","245.00","232.75","2022-10-28","119"
"OS1-9937","1670","5.00","213.89","250.00","237.50","2022-10-28","119"
"OS1-9938","1653","1.00","210.36","240.00","228.00","2022-10-28","131"
"OS1-9939","1653","1.00","210.36","240.00","228.00","2022-10-28","131"
"OS1-9940","12513","1.00","56.00","70.00","63.00","2022-10-28","119"
"OS1-9941","12513","1.00","56.00","70.00","63.00","2022-10-28","119"
"OS1-9942","12475","1.00","93.02","120.00","108.00","2022-10-28","119"
"OS1-9943","12475","1.00","93.02","120.00","108.00","2022-10-28","119"
"OS1-9944","501","1.00","85.00","110.00","95.00","2022-10-28","119"
"OS1-9945","590","1.00","211.80","299.00","239.00","2022-10-28","119"
"OS1-9862","12852","1.00","15.00","20.00","18.00","2022-10-27","100"
"OS1-9863","12848","1.00","15.00","20.00","18.00","2022-10-27","100"
"OS1-9864","1731","1.00","116.00","165.00","140.25","2022-10-27","100"
"OS1-9865","596","1.00","52.63","60.00","57.00","2022-10-27","100"
"OS1-9866","4661","1.00","24.00","30.00","27.00","2022-10-27","100"
"OS1-9867","4667","1.00","24.00","30.00","27.00","2022-10-27","100"
"OS1-9868","4663","1.00","24.00","30.00","27.00","2022-10-27","100"
"OS1-9869","4669","1.00","24.00","30.00","27.00","2022-10-27","100"
"OS1-9870","4665","1.00","24.00","30.00","27.00","2022-10-27","100"
"OS1-9871","9357","2.00","15.04","20.00","20.00","2022-10-27","100"
"OS1-9872","251","1.00","106.00","138.00","116.00","2022-10-27","100"
"OS1-9873","251","1.00","106.00","138.00","116.00","2022-10-27","100"
"OS1-9874","102","1.00","165.00","195.00","185.00","2022-10-27","100"
"OS1-9875","6570","1.00","15.87","45.00","28.00","2022-10-27","100"
"OS1-9876","6878","13.00","21.50","24.00","23.00","2022-10-27","100"
"OS1-9877","6310","2.00","50.00","75.00","60.00","2022-10-27","100"
"OS1-9878","11678","1.00","118.03","160.00","144.00","2022-10-27","100"
"OS1-9879","7535","3.00","84.50","130.00","104.00","2022-10-27","100"
"OS1-9880","7467","1.00","70.96","99.00","79.20","2022-10-27","100"
"OS1-9881","7467","1.00","70.96","99.00","79.20","2022-10-27","100"
"OS1-9882","596","6.00","52.63","60.00","57.00","2022-10-27","100"
"OS1-9883","11768","1.00","33.75","45.00","38.25","2022-10-27","100"
"OS1-9884","11768","1.00","33.75","45.00","38.25","2022-10-27","100"
"OS1-9885","7453","25.00","2.00","5.00","3.00","2022-10-27","100"
"OS1-9886","6549","25.00","4.12","8.00","5.00","2022-10-27","100"
"OS1-9887","2767","1.00","41.79","60.00","54.00","2022-10-27","100"
"OS1-9888","1742","1.00","103.30","120.00","110.40","2022-10-27","100"
"OS1-9889","6164","1.00","172.50","250.00","185.00","2022-10-27","100"
"OS1-9890","2527","1.00","9.08","10.00","9.50","2022-10-27","100"
"OS1-9891","12007","4.00","40.98","50.00","48.00","2022-10-27","119"
"OS1-9892","4480","2.00","95.89","130.00","117.00","2022-10-27","131"
"OS1-9893","2427","1.00","121.36","145.00","130.50","2022-10-27","119"
"OS1-9894","12042","1.00","38.72","45.00","42.75","2022-10-27","119"
"OS1-9895","6164","1.00","172.50","250.00","185.00","2022-10-27","119"
"OS1-9896","4643","2.00","48.00","70.00","62.00","2022-10-27","119"
"OS1-9897","13150","1.00","67.00","110.00","90.00","2022-10-27","119"
"OS1-9898","6164","1.00","172.50","250.00","185.00","2022-10-27","119"
"OS1-9899","13188","1.00","40.00","60.00","55.00","2022-10-27","119"
"OS1-9900","4480","1.00","95.89","130.00","117.00","2022-10-27","119"
"OS1-9819","6164","1.00","172.50","250.00","185.00","2022-10-26","100"
"OS1-9820","249","1.00","155.00","193.00","165.00","2022-10-26","100"
"OS1-9821","10624","1.00","74.25","135.00","87.25","2022-10-26","131"
"OS1-9822","1423","1.00","117.30","138.00","131.10","2022-10-26","100"
"OS1-9823","4480","1.00","95.89","130.00","117.00","2022-10-26","100"
"OS1-9824","4480","1.00","95.89","130.00","117.00","2022-10-26","100"
"OS1-9825","12851","2.00","15.00","20.00","18.00","2022-10-26","100"
"OS1-9826","4480","2.00","95.89","130.00","117.00","2022-10-26","100"
"OS1-9827","6310","4.00","50.00","75.00","60.00","2022-10-26","100"
"OS1-9828","6570","1.00","15.87","45.00","28.00","2022-10-26","100"
"OS1-9829","6570","1.00","15.87","45.00","28.00","2022-10-26","100"
"OS1-9830","3302","2.00","88.29","115.00","97.75","2022-10-26","100"
"OS1-9831","11768","1.00","33.75","45.00","38.25","2022-10-26","100"
"OS1-9832","4480","1.00","95.89","130.00","117.00","2022-10-26","100"
"OS1-9833","4480","1.00","95.89","130.00","117.00","2022-10-26","100"
"OS1-9834","11764","2.00","35.17","65.00","45.00","2022-10-26","100"
"OS1-9835","11764","2.00","35.17","65.00","45.00","2022-10-26","100"
"OS1-9836","1979","1.00","90.00","100.00","95.00","2022-10-26","100"
"OS1-9837","12801","1.00","18.75","25.00","22.50","2022-10-26","119"
"OS1-9838","8203","1.00","111.40","140.00","120.00","2022-10-26","119"
"OS1-9839","6310","3.00","50.00","75.00","60.00","2022-10-26","131"
"OS1-9840","7453","25.00","2.00","5.00","3.00","2022-10-26","119"
"OS1-9841","2741","1.00","157.18","185.00","170.20","2022-10-26","119"
"OS1-9842","2741","1.00","157.18","185.00","170.20","2022-10-26","119"
"OS1-9843","10258","1.00","240.00","399.00","339.00","2022-10-26","119"
"OS1-9844","12513","1.00","56.00","70.00","63.00","2022-10-26","119"
"OS1-9845","8015","1.00","150.00","200.00","180.00","2022-10-26","119"
"OS1-9846","8015","1.00","150.00","200.00","180.00","2022-10-26","119"
"OS1-9847","34","1.00","102.50","155.00","115.00","2022-10-26","131"
"OS1-9848","34","1.00","102.50","155.00","115.00","2022-10-26","131"
"OS1-9849","6164","1.00","172.50","250.00","185.00","2022-10-26","119"
"OS1-9850","6164","1.00","172.50","250.00","185.00","2022-10-26","119"
"OS1-9851","6048","2.00","36.00","103.00","48.00","2022-10-26","119"
"OS1-9852","4487","1.00","211.00","260.00","234.00","2022-10-26","119"
"OS1-9853","34","2.00","102.50","155.00","115.00","2022-10-26","119"
"OS1-9854","34","2.00","102.50","155.00","115.00","2022-10-26","119"
"OS1-9855","7564","1.00","34.49","40.00","38.00","2022-10-26","119"
"OS1-9856","6310","1.00","50.00","75.00","60.00","2022-10-26","119"
"OS1-9857","35","1.00","215.00","325.00","225.00","2022-10-26","119"
"OS1-9858","4486","1.00","177.83","220.00","198.00","2022-10-26","119"
"OS1-9859","4486","1.00","177.83","220.00","198.00","2022-10-26","119"
"OS1-9860","4480","1.00","95.89","130.00","117.00","2022-10-26","119"
"OS1-9861","4480","1.00","95.89","130.00","117.00","2022-10-26","119"
"OS1-9796","7564","1.00","34.49","40.00","38.00","2022-10-25","119"
"OS1-9797","7564","1.00","34.49","40.00","38.00","2022-10-25","119"
"OS1-9798","1783","1.00","94.55","110.00","104.50","2022-10-25","119"
"OS1-9799","9069","6.00","70.00","120.00","80.00","2022-10-25","119"
"OS1-9800","6164","1.00","172.50","250.00","185.00","2022-10-25","119"
"OS1-9801","1423","1.00","117.30","138.00","131.10","2022-10-25","131"
"OS1-9802","11797","1.00","45.00","55.00","45.00","2022-10-25","131"
"OS1-9803","8205","1.00","143.74","195.00","165.75","2022-10-25","119"
"OS1-9804","249","1.00","155.00","193.00","165.00","2022-10-25","119"
"OS1-9805","2113","4.00","20.00","25.00","25.00","2022-10-25","131"
"OS1-9806","2027","1.00","25.70","33.00","27.00","2022-10-25","119"
"OS1-9807","2766","1.00","41.79","60.00","54.00","2022-10-25","119"
"OS1-9808","2766","1.00","41.79","60.00","54.00","2022-10-25","119"
"OS1-9809","249","1.00","155.00","193.00","165.00","2022-10-25","119"
"OS1-9810","6968","1.00","25.00","30.00","29.00","2022-10-25","119"
"OS1-9811","12433","1.00","550.00","800.00","595.00","2022-10-25","119"
"OS1-9812","6164","1.00","172.50","250.00","185.00","2022-10-25","119"
"OS1-9813","11417","1.00","103.68","130.00","117.00","2022-10-25","119"
"OS1-9814","12852","1.00","15.00","20.00","18.00","2022-10-25","119"
"OS1-9815","35","2.00","215.00","325.00","225.00","2022-10-25","119"
"OS1-9816","2741","2.00","157.18","185.00","170.20","2022-10-25","119"
"OS1-9817","4480","1.00","95.89","130.00","117.00","2022-10-25","119"
"OS1-9818","1145","1.00","56.00","150.00","85.00","2022-10-25","119"
"OS1-9772","6482","10.00","3.00","8.00","4.00","2022-10-24","100"
"OS1-9773","249","1.00","155.00","193.00","165.00","2022-10-24","100"
"OS1-9774","590","1.00","211.80","299.00","239.00","2022-10-24","100"
"OS1-9775","12042","1.00","38.72","45.00","42.75","2022-10-24","100"
"OS1-9776","10942","1.00","411.00","548.00","448.00","2022-10-24","100"
"OS1-9777","2741","1.00","157.18","185.00","170.20","2022-10-24","100"
"OS1-9778","1423","1.00","117.30","138.00","131.10","2022-10-24","100"
"OS1-9779","1590","1.00","8.79","10.00","9.50","2022-10-24","131"
"OS1-9780","6618","2.00","25.00","50.00","40.00","2022-10-24","100"
"OS1-9781","6482","30.00","3.00","8.00","4.00","2022-10-24","100"
"OS1-9782","34","2.00","102.50","155.00","115.00","2022-10-24","100"
"OS1-9783","1590","2.00","8.79","10.00","9.50","2022-10-24","100"
"OS1-9784","6479","10.00","0.90","3.00","1.50","2022-10-24","100"
"OS1-9785","2741","1.00","157.18","185.00","170.20","2022-10-24","100"
"OS1-9786","6472","5.00","12.00","20.00","20.00","2022-10-24","100"
"OS1-9787","5952","2.00","30.00","55.00","42.00","2022-10-24","131"
"OS1-9788","6351","1.00","3.00","20.00","12.00","2022-10-24","600"
"OS1-9789","6472","4.00","12.00","20.00","20.00","2022-10-24","600"
"OS1-9790","6493","1.00","60.00","100.00","85.00","2022-10-24","600"
"OS1-9791","6472","1.00","12.00","20.00","20.00","2022-10-24","600"
"OS1-9792","5936","1.00","45.30","75.00","55.00","2022-10-24","600"
"OS1-9793","6472","6.00","12.00","20.00","20.00","2022-10-24","600"
"OS1-9794","6482","1.00","3.00","8.00","4.00","2022-10-24","600"
"OS1-9795","6482","5.00","3.00","8.00","4.00","2022-10-24","600"
"OS1-9701","6601","1.00","49.35","65.00","58.00","2022-10-23","100"
"OS1-9702","11304","1.00","36.92","42.00","40.00","2022-10-23","100"
"OS1-9703","11304","1.00","36.92","42.00","40.00","2022-10-23","100"
"OS1-9704","6601","1.00","49.35","65.00","58.00","2022-10-23","100"
"OS1-9705","1423","1.00","117.30","138.00","131.10","2022-10-23","100"
"OS1-9706","6575","1.00","100.00","185.00","115.00","2022-10-23","100"
"OS1-9707","6470","1.00","8.00","18.00","12.00","2022-10-23","100"
"OS1-9708","4383","1.00","60.00","80.00","72.00","2022-10-23","100"
"OS1-9709","13029","1.00","175.00","199.00","185.00","2022-10-23","100"
"OS1-9710","9471","1.00","35.00","60.00","45.00","2022-10-23","100"
"OS1-9711","12042","1.00","38.72","45.00","42.75","2022-10-23","100"
"OS1-9712","2725","1.00","122.94","150.00","135.00","2022-10-23","131"
"OS1-9713","11942","1.00","106.42","149.00","126.65","2022-10-23","131"
"OS1-9714","6601","2.00","49.35","65.00","58.00","2022-10-23","131"
"OS1-9715","6601","1.00","49.35","65.00","58.00","2022-10-23","100"
"OS1-9716","6871","1.00","138.59","165.00","148.50","2022-10-23","100"
"OS1-9717","7926","1.00","28.00","55.00","40.00","2022-10-23","100"
"OS1-9718","249","1.00","155.00","193.00","165.00","2022-10-23","131"
"OS1-9719","5915","1.00","65.30","75.00","73.00","2022-10-23","100"
"OS1-9720","4480","1.00","95.89","130.00","117.00","2022-10-23","100"
"OS1-9721","9471","1.00","35.00","60.00","45.00","2022-10-23","100"
"OS1-9722","3256","3.00","75.60","90.00","76.50","2022-10-23","131"
"OS1-9723","3247","1.00","46.24","78.00","66.30","2022-10-23","131"
"OS1-9724","2528","2.00","92.05","109.00","104.00","2022-10-23","131"
"OS1-9725","7453","25.00","2.00","5.00","3.00","2022-10-23","131"
"OS1-9726","6902","1.00","81.90","90.00","87.00","2022-10-23","100"
"OS1-9727","1377","3.00","8.50","10.00","10.00","2022-10-23","100"
"OS1-9728","1652","1.00","102.85","120.00","114.00","2022-10-23","100"
"OS1-9729","1979","1.00","90.00","100.00","95.00","2022-10-23","131"
"OS1-9730","6601","2.00","49.35","65.00","58.00","2022-10-23","131"
"OS1-9731","5936","1.00","45.30","75.00","55.00","2022-10-23","131"
"OS1-9732","4119","1.00","600.00","680.00","612.00","2022-10-23","131"
"OS1-9733","9503","1.00","80.00","165.00","110.00","2022-10-23","100"
"OS1-9734","11511","1.00","112.50","150.00","127.50","2022-10-23","100"
"OS1-9735","1963","1.00","63.81","72.00","68.40","2022-10-23","100"
"OS1-9736","40","1.00","266.70","310.00","279.00","2022-10-23","100"
"OS1-9737","6601","6.00","49.35","65.00","58.00","2022-10-23","100"
"OS1-9738","6470","1.00","8.00","18.00","12.00","2022-10-23","131"
"OS1-9739","1562","1.00","389.88","445.00","422.75","2022-10-23","100"
"OS1-9740","6479","20.00","0.90","3.00","1.50","2022-10-23","100"
"OS1-9741","13037","1.00","140.00","160.00","150.00","2022-10-23","100"
"OS1-9742","2755","1.00","79.80","85.00","82.00","2022-10-23","100"
"OS1-9743","6601","3.00","49.35","65.00","58.00","2022-10-23","131"
"OS1-9744","11281","2.00","32.78","40.00","40.00","2022-10-23","100"
"OS1-9745","6309","1.00","33.00","60.00","45.00","2022-10-23","204"
"OS1-9746","6618","1.00","25.00","50.00","40.00","2022-10-23","204"
"OS1-9747","2528","1.00","92.05","109.00","104.00","2022-10-23","600"
"OS1-9748","11768","1.00","33.75","45.00","38.25","2022-10-23","600"
"OS1-9749","2480","1.00","53.81","60.00","57.00","2022-10-23","600"
"OS1-9750","2361","2.00","29.40","32.00","32.00","2022-10-23","600"
"OS1-9751","7453","100.00","2.00","5.00","3.00","2022-10-23","600"
"OS1-9752","9501","1.00","80.00","165.00","110.00","2022-10-23","600"
"OS1-9753","4978","1.00","57.90","140.00","70.00","2022-10-23","600"
"OS1-9754","2361","1.00","29.40","32.00","32.00","2022-10-23","600"
"OS1-9755","13081","1.00","7.50","20.00","12.00","2022-10-23","600"
"OS1-9756","4667","2.00","24.00","30.00","27.00","2022-10-23","600"
"OS1-9757","6618","1.00","25.00","50.00","40.00","2022-10-23","600"
"OS1-9758","11527","1.00","95.00","155.00","135.00","2022-10-23","131"
"OS1-9759","34","1.00","102.50","155.00","115.00","2022-10-23","600"
"OS1-9760","5079","1.00","124.00","155.00","131.75","2022-10-23","600"
"OS1-9761","9503","1.00","80.00","165.00","110.00","2022-10-23","600"
"OS1-9762","6482","8.00","3.00","8.00","4.00","2022-10-23","600"
"OS1-9763","8320","1.00","17.02","20.00","20.00","2022-10-23","600"
"OS1-9764","5673","1.00","115.50","150.00","127.50","2022-10-23","600"
"OS1-9765","9768","1.00","36.00","60.00","45.00","2022-10-23","204"
"OS1-9766","10584","1.00","158.00","198.00","180.00","2022-10-23","600"
"OS1-9767","7564","1.00","34.49","40.00","38.00","2022-10-23","600"
"OS1-9768","8668","2.00","8.00","10.00","10.00","2022-10-23","600"
"OS1-9769","12851","3.00","15.00","20.00","18.00","2022-10-23","204"
"OS1-9770","12850","3.00","15.00","20.00","18.00","2022-10-23","204"
"OS1-9771","12849","2.00","15.00","20.00","18.00","2022-10-23","204"
"OS1-9622","11812","1.00","11.31","15.00","15.00","2022-10-22","119"
"OS1-9623","7122","1.00","474.28","540.00","513.00","2022-10-22","119"
"OS1-9624","2484","1.00","57.42","65.00","61.50","2022-10-22","119"
"OS1-9625","6610","1.00","26.25","50.00","35.00","2022-10-22","119"
